job,model,dataset,profile,k,feature_count,cohort,selection_threshold,calibration_precision,calibration_recall,calibration_f1,calibration_fpr,best_iteration,model_train_rows,early_stopping_rows,threshold_calibration_rows,selection_validation_rows,support,pred_total,tp,fp,fn,tn,precision,recall,false_positive_rate,f1
llava15_vqav2,llava15,vqav2,36D,1,36,canonical_finite,0.39551565051078796,0.9924242424242424,0.891156462585034,0.9390681003584229,0.00016880486158001352,276,22394,3806,6071,6013,43,38,25,13,18,5957,0.6578947368421053,0.5813953488372093,0.0021775544388609714,0.6172839506172839
llava15_vqav2,llava15,vqav2,36D,1,36,full,0.39551565051078796,0.9924242424242424,0.891156462585034,0.9390681003584229,0.00016880486158001352,276,22394,3806,6071,6094,124,119,106,13,18,5957,0.8907563025210085,0.8548387096774194,0.0021775544388609714,0.8724279835390947
llava15_vqav2,llava15,vqav2,36D,2,36,canonical_finite,0.5070745944976807,1.0,0.891156462585034,0.9424460431654677,0.0,5,22394,3806,6071,6013,43,27,25,2,18,5968,0.9259259259259259,0.5813953488372093,0.00033500837520938025,0.7142857142857143
llava15_vqav2,llava15,vqav2,36D,2,36,full,0.5070745944976807,1.0,0.891156462585034,0.9424460431654677,0.0,5,22394,3806,6071,6094,124,108,106,2,18,5968,0.9814814814814815,0.8548387096774194,0.00033500837520938025,0.9137931034482759
llava15_vqav2,llava15,vqav2,36D,4,36,canonical_finite,0.5106353759765625,1.0,0.9047619047619048,0.9500000000000001,0.0,5,22394,3806,6071,6013,43,26,26,0,17,5970,1.0,0.6046511627906976,0.0,0.7536231884057971
llava15_vqav2,llava15,vqav2,36D,4,36,full,0.5106353759765625,1.0,0.9047619047619048,0.9500000000000001,0.0,5,22394,3806,6071,6094,124,107,107,0,17,5970,1.0,0.8629032258064516,0.0,0.9264069264069265
llava15_vqav2,llava15,vqav2,36D,8,36,canonical_finite,0.5072306394577026,1.0,0.8843537414965986,0.9386281588447652,0.0,8,22394,3806,6071,6013,43,49,25,24,18,5946,0.5102040816326531,0.5813953488372093,0.004020100502512563,0.5434782608695652
llava15_vqav2,llava15,vqav2,36D,8,36,full,0.5072306394577026,1.0,0.8843537414965986,0.9386281588447652,0.0,8,22394,3806,6071,6094,124,130,106,24,18,5946,0.8153846153846154,0.8548387096774194,0.004020100502512563,0.8346456692913385
llava15_vqav2,llava15,vqav2,36D,12,36,canonical_finite,0.599963903427124,1.0,0.9047619047619048,0.9500000000000001,0.0,350,22394,3806,6071,6013,43,26,26,0,17,5970,1.0,0.6046511627906976,0.0,0.7536231884057971
llava15_vqav2,llava15,vqav2,36D,12,36,full,0.599963903427124,1.0,0.9047619047619048,0.9500000000000001,0.0,350,22394,3806,6071,6094,124,107,107,0,17,5970,1.0,0.8629032258064516,0.0,0.9264069264069265
llava15_vqav2,llava15,vqav2,36D,16,36,canonical_finite,0.6438106894493103,1.0,0.9047619047619048,0.9500000000000001,0.0,528,22394,3806,6071,6013,43,27,27,0,16,5970,1.0,0.627906976744186,0.0,0.7714285714285715
llava15_vqav2,llava15,vqav2,36D,16,36,full,0.6438106894493103,1.0,0.9047619047619048,0.9500000000000001,0.0,528,22394,3806,6071,6094,124,108,108,0,16,5970,1.0,0.8709677419354839,0.0,0.9310344827586207
llava15_vqav2,llava15,vqav2,36D,20,36,canonical_finite,0.5664710998535156,1.0,0.9047619047619048,0.9500000000000001,0.0,286,22394,3806,6071,6013,43,28,27,1,16,5969,0.9642857142857143,0.627906976744186,0.00016750418760469013,0.7605633802816901
llava15_vqav2,llava15,vqav2,36D,20,36,full,0.5664710998535156,1.0,0.9047619047619048,0.9500000000000001,0.0,286,22394,3806,6071,6094,124,109,108,1,16,5969,0.9908256880733946,0.8709677419354839,0.00016750418760469013,0.927038626609442
llava15_vqav2,llava15,vqav2,36D,24,36,canonical_finite,0.5824652910232544,1.0,0.9047619047619048,0.9500000000000001,0.0,277,22394,3806,6071,6013,43,28,27,1,16,5969,0.9642857142857143,0.627906976744186,0.00016750418760469013,0.7605633802816901
llava15_vqav2,llava15,vqav2,36D,24,36,full,0.5824652910232544,1.0,0.9047619047619048,0.9500000000000001,0.0,277,22394,3806,6071,6094,124,109,108,1,16,5969,0.9908256880733946,0.8709677419354839,0.00016750418760469013,0.927038626609442
llava15_vqav2,llava15,vqav2,36D,28,36,canonical_finite,0.5741958618164062,1.0,0.9047619047619048,0.9500000000000001,0.0,284,22394,3806,6071,6013,43,28,27,1,16,5969,0.9642857142857143,0.627906976744186,0.00016750418760469013,0.7605633802816901
llava15_vqav2,llava15,vqav2,36D,28,36,full,0.5741958618164062,1.0,0.9047619047619048,0.9500000000000001,0.0,284,22394,3806,6071,6094,124,109,108,1,16,5969,0.9908256880733946,0.8709677419354839,0.00016750418760469013,0.927038626609442
llava15_vqav2,llava15,vqav2,36D,32,36,canonical_finite,0.5949730277061462,1.0,0.9047619047619048,0.9500000000000001,0.0,296,22394,3806,6071,6013,43,28,27,1,16,5969,0.9642857142857143,0.627906976744186,0.00016750418760469013,0.7605633802816901
llava15_vqav2,llava15,vqav2,36D,32,36,full,0.5949730277061462,1.0,0.9047619047619048,0.9500000000000001,0.0,296,22394,3806,6071,6094,124,109,108,1,16,5969,0.9908256880733946,0.8709677419354839,0.00016750418760469013,0.927038626609442
