job,model,dataset,configuration,ablation_family,removed_component,feature_count,cohort,selection_threshold,best_iteration,model_fit_rows,early_stopping_rows,threshold_calibration_rows,selection_validation_rows,strict_finite_reference_feature_count,support,pred_total,tp,fp,fn,tn,precision,recall,false_positive_rate,f1
qwen25_vl_vqav2,qwen25_vl,vqav2,full_36d,full,,36,full,0.6586507558822632,93,22380,3802,6057,6084,36,190,138,137,1,53,5893,0.9927536231884058,0.7210526315789474,0.00016966406515100103,0.8353658536585366
qwen25_vl_vqav2,qwen25_vl,vqav2,full_36d,full,,36,strict_finite,0.6586507558822632,93,22380,3802,6057,5993,36,99,47,46,1,53,5893,0.9787234042553191,0.46464646464646464,0.00016966406515100103,0.6301369863013698
qwen25_vl_vqav2,qwen25_vl,vqav2,without_cos_sim,metric,cos_sim,27,full,0.5303394794464111,107,22380,3802,6057,6084,36,190,148,137,11,53,5883,0.9256756756756757,0.7210526315789474,0.0018663047166610112,0.8106508875739645
qwen25_vl_vqav2,qwen25_vl,vqav2,without_cos_sim,metric,cos_sim,27,strict_finite,0.5303394794464111,107,22380,3802,6057,5993,36,99,57,46,11,53,5883,0.8070175438596491,0.46464646464646464,0.0018663047166610112,0.5897435897435898
qwen25_vl_vqav2,qwen25_vl,vqav2,without_l2_distance,metric,l2_distance,27,full,0.7584187388420105,213,22380,3802,6057,6084,36,190,137,137,0,53,5894,1.0,0.7210526315789474,0.0,0.8379204892966361
qwen25_vl_vqav2,qwen25_vl,vqav2,without_l2_distance,metric,l2_distance,27,strict_finite,0.7584187388420105,213,22380,3802,6057,5993,36,99,46,46,0,53,5894,1.0,0.46464646464646464,0.0,0.6344827586206897
qwen25_vl_vqav2,qwen25_vl,vqav2,without_mean_diff,metric,mean_diff,27,full,0.527438759803772,11,22380,3802,6057,6084,36,190,144,137,7,53,5887,0.9513888888888888,0.7210526315789474,0.0011876484560570072,0.8203592814371258
qwen25_vl_vqav2,qwen25_vl,vqav2,without_mean_diff,metric,mean_diff,27,strict_finite,0.527438759803772,11,22380,3802,6057,5993,36,99,53,46,7,53,5887,0.8679245283018868,0.46464646464646464,0.0011876484560570072,0.6052631578947368
qwen25_vl_vqav2,qwen25_vl,vqav2,without_pair_24_25,layer_pair,"(24,25)",24,full,0.603485107421875,169,22380,3802,6057,6084,36,190,144,137,7,53,5887,0.9513888888888888,0.7210526315789474,0.0011876484560570072,0.8203592814371258
qwen25_vl_vqav2,qwen25_vl,vqav2,without_pair_24_25,layer_pair,"(24,25)",24,strict_finite,0.603485107421875,169,22380,3802,6057,5993,36,99,53,46,7,53,5887,0.8679245283018868,0.46464646464646464,0.0011876484560570072,0.6052631578947368
qwen25_vl_vqav2,qwen25_vl,vqav2,without_pair_26_27,layer_pair,"(26,27)",24,full,0.9663553237915039,485,22380,3802,6057,6084,36,190,128,128,0,62,5894,1.0,0.6736842105263158,0.0,0.8050314465408805
qwen25_vl_vqav2,qwen25_vl,vqav2,without_pair_26_27,layer_pair,"(26,27)",24,strict_finite,0.9663553237915039,485,22380,3802,6057,5993,36,99,37,37,0,62,5894,1.0,0.37373737373737376,0.0,0.5441176470588235
qwen25_vl_vqav2,qwen25_vl,vqav2,without_pair_6_7,layer_pair,"(6,7)",24,full,0.6064266562461853,403,22380,3802,6057,6084,36,190,142,137,5,53,5889,0.9647887323943662,0.7210526315789474,0.0008483203257550051,0.8253012048192772
qwen25_vl_vqav2,qwen25_vl,vqav2,without_pair_6_7,layer_pair,"(6,7)",24,strict_finite,0.6064266562461853,403,22380,3802,6057,5993,36,99,51,46,5,53,5889,0.9019607843137255,0.46464646464646464,0.0008483203257550051,0.6133333333333333
qwen25_vl_vqav2,qwen25_vl,vqav2,without_std_diff,metric,std_diff,27,full,0.5630663633346558,25,22380,3802,6057,6084,36,190,138,137,1,53,5893,0.9927536231884058,0.7210526315789474,0.00016966406515100103,0.8353658536585366
qwen25_vl_vqav2,qwen25_vl,vqav2,without_std_diff,metric,std_diff,27,strict_finite,0.5630663633346558,25,22380,3802,6057,5993,36,99,47,46,1,53,5893,0.9787234042553191,0.46464646464646464,0.00016966406515100103,0.6301369863013698
